CandidateID,PositionID,JobTitle,ApplicationDate,Source,Stage,DateatStage
CAND-1956,"""""""""""pos--45""""""""""""""",   Operations  ,  2025-12-28 ,Indeed,  offer  ,  2026-01-17 
,"""""""POS--45""""""""""""""","""""""""""OPERATIONS""""""",  , company website ,,  2026-01-06  
"""""""cand--1959""""""""""","""""""""""POS--45""""""""""""""","""""""""""""""Operations""""""""""",2026-01-06,Company Website,"""""""REJECTED""""""",   2026-01-10   
CAND-1960,"""""""""""""""pos--45""""""""""","""""""""""""""Operations""""""""""",   2026-01-06 ,   EMPLOYEE REFERRAL  ,"""Applied""","""""""""""2026--01--06"""""""
 CAND-1960 ,  POS-45 ,Operations,"""2026--01--06""",Employee Referral,Applied,"""""""""""2026--01--06"""""""""""""""
    cand-1962   ,   POS-45  ,"""""""OPERATIONS""""""",2026-01-06,  Company Website ,   Interview 1 ,   2026-01-14  
 CAND-1963 , POS-45   ,"""""""""""Operations""""""""""""""","""2026--01--06""",   COMPANY WEBSITE , NULL ,2026-01-19
  CAND-1964   , pos-45  ,Operations,   2026-01-06   ,Indeed, offer  , 2026-01-23   
CAND-1965,"""""""""""""""POS--45""""""""""", Operations ,  ,   linkedin  ,"""Hired""",  2026-01-26 
 CAND-1966 , POS-45 ,Operations,"""2025--12--23""", Employee Referral   , APPLIED   , NULL 
#N/A,   pos-45 ,  Operations  , 2025-12-23   ,Indeed,   Screened  ,"""""""""""""""2025--12--28"""""""""""
 CAND-1968 ,  , NULL ,"""""""""""2025--12--23""""""",N/A,  Rejected  ,   2026-01-02    
 NULL ,"""""""""""POS--45""""""",  OPERATIONS   ,N/A, Job Fair   ,N/A,N/A
CAND-1969,   POS-45   ,"""""""""""""""Operations""""""""""",   2026-01-14   ,JOB FAIR, Applied  ,"""2026--01--14"""
CAND-1971,   POS-45 ,"""Operations""", 2025-12-22   ,    JOB FAIR    ,  Applied   , 2025-12-22 
   CAND-1972    ,  POS-45   ,  ,2025-12-22,    employee referral  ,"""""""""""""""Rejected""""""",2025-12-27
"""""""""""""""CAND--1973""""""",  POS-45  ,Operations,2026-01-25, company website  ,   Applied  ,    2026-01-25   
"""""""CAND--1974""""""""""", POS-45 ,  Operations  , 2026-01-25   ,  Company Website   ,   Screened   ,  2026-01-31   
 CAND-1975 ,"""pos--45""",Operations,   2026-01-25 , Employee Referral  , Interview 1   ,"""""""""""""""""""2026--02--06"""""""""""
,"""""""POS--45""""""","""""""""""""""OPERATIONS""""""",2026-01-25,Company Website,   Rejected  ,   2026-02-11  
   CAND-1977   ,  POS-45  ,"""""""""""""""Operations""""""""""",   2026-01-31 ,linkedin,,2026-01-31
"""""""CAND--1978""""""",POS-45, Operations ,"""2026--01--31""",  Indeed  ,"""""""screened""""""", 2026-02-06 
"""CAND--1979""",pos-45,   Operations   , 2026-01-31  ,"""Company""""Website""", Interview 1 ,2026-02-09
  CAND-1980   , POS-45 ,Operations,,  ,   Interview 2  ,    2026-02-13  
 CAND-1981   ,   POS-45 ,   Operations ,   2026-01-31   ,Company Website,  Rejected   ,"""""""2026--02--16"""""""""""
  ,"""POS--45""",   OPERATIONS  ,#N/A,"""""""company""""website""""""""""""""",Rejected,2025-12-25
CAND-1983,"""""""""""POS--45""""""",Operations, 2026-01-29 ,"""""""Job""""Fair""""""""""""""",   Applied   ,"""""""""""""""""""2026--01--29"""""""""""""""
  ,POS-45,   Operations  ,2026-01-29,employee referral,Screened,  2026-02-03  
  CAND-1985  , POS-45   ,"""""""Operations""""""""""""""", 2026-01-29  ,  LinkedIn  ,  Interview 1    ,   2026-02-09   
"""CAND--1986""",  POS-45  ,   operations ,  ,"""Employee""""Referral""",Rejected, 2026-02-16 
 NULL ,,  ,2026-01-13, LINKEDIN   ,   Rejected   ,"""""""""""2026--01--13"""""""""""
CAND-1988,  POS-45   ,"""""""Operations""""""",2026-01-11,  Company Website ,"""""""""""Rejected""""""",2026-01-11
  CAND-1989   ,POS-45, Operations  ,2026-01-06, COMPANY WEBSITE  ,Applied,
   CAND-1990  , POS-45  ,"""""""""""""""""""Operations""""""""""", 2026-01-06 , NULL , Screened  , 2026-01-08  
    CAND-1991    , POS-45 ,"""""""Operations""""""""""""""",2026-01-06,company website,"""""""interview""""1""""""",   2026-01-13  
   cand-1992   ,   POS-45   , operations   ,2026-01-06,"""Employee""""Referral""", Interview 2 ,   2026-01-18   
cand-1993,  POS-45   ,  OPERATIONS  ,"""2026--01--06""",  JOB FAIR , Rejected  ,"""""""""""""""""""2026--01--24"""""""""""""""""""
 CAND-1994  ,"""""""POS--46""""""", Account ,"""""""""""2025--12--01""""""""""","""Employee""""Referral""", NULL ,   2025-12-01  
  CAND-1995 ,   POS-46 , ACCOUNT ,   2025-12-12  ,"""linkedin""",   Rejected  ,   2025-12-12  
"""""""""""CAND--1996""""""""""""""""""","""""""""""""""POS--46""""""",  Account , 2025-12-25  ,  Indeed , NULL , 2025-12-25 
   cand-1997  ,POS-46,  Account , 2025-12-25 ,   INDEED   , Rejected  ,  2025-12-28 
   cand-1998 , POS-46   ,   ACCOUNT   ,  2025-11-25  ,"""""""""""""""job""""fair""""""","""""""""""Applied""""""""""""""",  2025-11-25  
  CAND-1998  ,"""""""""""POS--46""""""""""""""",  account   ,   2025-11-25  , Job Fair  ,  Applied ,  2025-11-25 
   CAND-2000   ,POS-46,account,   2025-11-25   ,  EMPLOYEE REFERRAL  ,"""""""""""interview""""1""""""""""", 2025-12-03  
  ,POS-46,   Account   ,   2025-11-25  ,  Company Website ,"""INTERVIEW""""2""",   2025-12-10 
 CAND-2002   ,"""""""POS--46""""""""""""""",   ACCOUNT   ,2025-11-25,"""""""job""""fair""""""",   REJECTED  ,   2025-12-14 
  ,POS-46,  Account   ,   2026-01-03   ,  Job Fair ,applied,N/A
 NULL ,   POS-46  , Account   ,   2026-01-03   ,   Job Fair ,SCREENED,
 NULL ,   POS-46  ,"""""""""""""""""""Account""""""""""","""""""2026--01--03""""""""""","""""""LinkedIn""""""",  Rejected ,2026-01-13
 NULL ,POS-46,account,2025-12-08,Job Fair,"""""""APPLIED""""""",   2025-12-08   
 CAND-2007  ,   POS-46 ,#N/A, 2025-12-08 ,   Employee Referral  ,"""""""""""Screened""""""","""""""2025--12--12"""""""""""""""
  CAND-2008 , POS-46  ,ACCOUNT,"""2025--12--08""",   linkedin    ,Rejected,2025-12-17
"""""""""""""""CAND--2009""""""""""""""", pos-46  ,  Account ,   2026-01-06  , linkedin ,   APPLIED   ,"""2026--01--06"""
"""""""""""CAND--2010""""""",   POS-46   ,Account,2026-01-06,"""""""""""""""Job""""Fair""""""""""""""",  Screened ,"""""""""""2026--01--10"""""""
,pos-46,  Account  ,  2026-01-06    , EMPLOYEE REFERRAL ,"""""""""""""""Rejected""""""""""""""", 2026-01-17 
"""""""""""""""cand--2012""""""""""""""", POS-46  ,"""account""",  ,#N/A,  APPLIED  ,   2026-01-08   
N/A,pos-46, NULL ,  2026-01-08 ,Company Website,,2026-01-15
  CAND-2014    ,#N/A,   Account  , 2026-01-07   ,  Indeed ,"""""""""""Rejected""""""""""","""""""""""""""2026--01--07"""""""
 CAND-2015  , POS-46  ,   Account  ,2025-12-11,   JOB FAIR , Rejected ,  2025-12-11  
cand-2015,   POS-46  ,"""""""""""account""""""",2025-12-11, JOB FAIR   ,   rejected ,2025-12-11
CAND-2017, POS-46   , Account  ,2025-12-19,Indeed,, 2025-12-19   
   CAND-2017  , POS-46   ,Account,"""""""""""2025--12--19""""""",   indeed   ,"""""""""""""""Rejected""""""""""""""",2025-12-19
"""""""""""CAND--2019""""""""""",POS-46,   Account  ,  2025-12-11  ,   Employee Referral  ,   SCREENED  , 2025-12-17  
"""""""""""""""CAND--2020""""""""""""""", POS-46  ,"""Account""","""""""""""""""2025--12--11""""""""""", Company Website ,   interview 1 , 2025-12-24   
   CAND-2021  ,  POS-46  ,   Account   ,N/A,Company Website,Rejected,"""2025--12--27"""
   cand-2022   ,N/A,   Account   , 2026-01-02 ,"""indeed""","""""""""""""""Applied""""""""""",   2026-01-02    
  CAND-2022 ,  POS-46  ,  Account  ,   2026-01-02  ,  Indeed  ,  Applied  ,   2026-01-02 
#N/A,"""POS--46""",   Account   ,"""2026--01--02""",Indeed, Interview 1  ,2026-01-11
"""CAND--2025""","""POS--46""",  ,2026-01-02,   JOB FAIR  ,Interview 2, 2026-01-14  
 CAND-2026  ,POS-46,  ,"""""""2026--01--02""""""""""""""",  Employee Referral   ,   Offer   ,   2026-01-17  
 CAND-2027 , POS-46  ,   Account   ,"""2026--01--02""",LinkedIn,"""""""""""Hired""""""""""""""","""""""2026--01--22"""""""""""
  CAND-2027  ,POS-46, account ,2026-01-02,LinkedIn,"""""""""""Hired""""""""""""""",2026-01-22
"""""""CAND--2029""""""""""""""",POS-46,  Account , 2026-01-09  , NULL ,"""""""""""Screened""""""""""",  2026-01-12 
,"""""""""""""""POS--46""""""""""""""",    Account  ,2026-01-09,   indeed   , Interview 1  , 2026-01-15   
   cand-2031   ,   POS-46   ,"""""""account""""""",,"""""""EMPLOYEE""""REFERRAL""""""""""""""",N/A, NULL 
CAND-2031,  POS-46 ,  ACCOUNT   ,2026-01-09,"""Employee""""Referral""",  Interview 2  ,"""""""""""2026--01--19"""""""""""""""
CAND-2033, POS-46 ,,  2026-01-09 ,"""Job""""Fair""",   Hired   , 2026-01-26 
   cand-2034  ,   pos-47  , qc ,"""2025--12--25""",   Indeed   ,Applied,   2025-12-25  
CAND-2035, POS-47   ,QC,"""""""2025--12--25""""""""""""""",employee referral,"""Screened""","""""""""""""""2025--12--29"""""""
   CAND-2036   ,  POS-47   , QC ,"""""""""""""""2025--12--25""""""",   Job Fair  ,"""""""""""""""Interview""""1""""""""""""""","""""""""""""""2026--01--04"""""""""""
   CAND-2037  ,   pos-47   ,  QC ,  ,  linkedin   ,"""""""""""Interview""""2""""""",    2026-01-09  
   CAND-2038 ,"""""""""""POS--47""""""""""",    QC    ,  2025-12-25   ,   JOB FAIR ,"""offer""", 2026-01-16 
 cand-2039   ,POS-47,  QC  , 2025-12-25  ,Job Fair,   Hired   , 2026-01-18 
CAND-2039,   POS-47   ,QC,  2025-12-25  , Job Fair  ,Hired,   2026-01-18 
"""CAND--2041""",  pos-47 ,  QC ,#N/A,"""""""""""""""Company""""Website""""""",Screened,   2026-01-26  
"""CAND--2042""",  POS-47  ,   QC   ,2026-01-24,"""""""""""linkedin""""""",Interview 1,"""""""""""2026--01--31"""""""
"""""""""""CAND--2043""""""""""""""",POS-47,"""QC""",2026-01-24,LinkedIn,  , 2026-02-04  
CAND-2044,   POS-47 ,    QC   , 2026-01-24  ,  Indeed   ,"""""""""""""""""""Offer""""""""""""""""""", 2026-02-11 
 NULL , POS-47   ,QC,    2026-01-24   ,LinkedIn,HIRED,"""2026--02--16"""
,   POS-47   ,N/A,"""2025--12--28""",LinkedIn, Applied ,2025-12-28
N/A,"""POS--47""", NULL ,#N/A,  ,Screened,"""2025--12--31"""
N/A,   pos-47 ,   QC  ,2025-12-28, EMPLOYEE REFERRAL  ,   Interview 1 ,2026-01-04
"""CAND--2049""",#N/A,"""QC""", 2025-12-28  ,  ,"""Interview""""2""",2026-01-11
CAND-2050, POS-47 ,#N/A, NULL , NULL , Offer  ,2026-01-16
 cand-2050 ,  POS-47  , QC ,"""2025--12--28""", linkedin  ,   OFFER  , 2026-01-16   
 CAND-2052 ,"""""""POS--47""""""",QC,   2025-12-30  , linkedin , applied ,  2025-12-30  
"""""""""""CAND--2053""""""""""", POS-47 ,   QC  ,"""""""""""2025--12--30""""""""""""""",  Job Fair   ,   Rejected ,  
CAND-2053, POS-47 ,"""QC""",  2025-12-30  ,   Job Fair  , rejected   , 2026-01-04   
   CAND-2055 ,POS-47,   QC , 2026-01-04   ,   Company Website  , Applied ,  2026-01-04   
 CAND-2056 , POS-47  ,QC,"""2026--01--04""", LinkedIn , Screened  ,2026-01-11
 CAND-2057 ,  POS-47   ,"""""""""""QC""""""""""","""""""2026--01--04""""""""""""""",Company Website,interview 1, 2026-01-16  
 CAND-2058 ,"""""""POS--47""""""""""",   QC ,"""""""2026--01--04""""""","""Job""""Fair""","""""""""""Rejected""""""""""""""",    2026-01-20   
  CAND-2059  ,   POS-47 ,   QC ,   2025-12-24  ,  Company Website  ,Applied,  2025-12-24  
 CAND-2060 ,"""""""POS--47""""""""""""""",   QC   ,2025-12-24,Employee Referral,#N/A,"""2025--12--26"""
CAND-2061,   POS-47 , QC  ,  2026-01-11   ,,N/A, 2026-01-11 
 CAND-2062  ,   POS-47  , QC   ,   2026-01-11   ,  Job Fair ,   screened   ,2026-01-16
  CAND-2063   ,POS-47,   qc  ,2026-01-11,  , Interview 1 , 2026-01-20  
"""""""""""""""CAND--2064""""""""""","""""""pos--47""""""""""""""",   QC  , 2026-01-11  ,   linkedin  ,   INTERVIEW 2   , 2026-01-22  
cand-2065,POS-47,    QC   ,   2026-01-11 , Company Website , offer   ,2026-01-28
  CAND-2066 ,POS-47, QC ,"""""""""""2026--01--11""""""""""", Job Fair   ,   Hired    ,  2026-01-31   
  CAND-2067   ,   pos-47  ,  QC  , 2025-12-29   ,Job Fair, Applied  ,  2025-12-29 
CAND-2067, pos-47   ,QC,   2025-12-29   ,   Job Fair  ,applied,"""""""2025--12--29"""""""""""""""
CAND-2069,"""""""POS--47""""""""""""""",   QC  , 2025-12-29   ,"""""""""""linkedin""""""", INTERVIEW 1 ,N/A
  CAND-2070   ,,  QC   , 2025-12-29 ,  JOB FAIR  , Interview 2 , 2026-01-11  
CAND-2070,   POS-47 ,"""""""""""""""QC""""""""""""""",   2025-12-29 ,Job Fair,  Interview 2  ,"""2026--01--11"""
CAND-2072,,  QC  ,N/A, NULL , Hired   , 2026-01-21 
"""CAND--2073""",POS-47,   QC   , 2026-01-28 , INDEED ,  Rejected    ,2026-01-28
   CAND-2073  ,   pos-47 , qc   , 2026-01-28  , Indeed  ,   Rejected  ,  2026-01-28 
"""""""""""""""CAND--2075""""""",   POS-48   ,N/A,  2025-10-13   ,   Company Website   , NULL ,   2025-10-13  
CAND-2076,POS-48,   QC  ,"""""""""""""""2025--12--09""""""""""",Employee Referral, Applied  ,"""""""""""""""2025--12--09"""""""
  CAND-2077  ,   POS-48 ,   QC , 2025-12-09   , Indeed   ,Rejected,   2025-12-14 
 CAND-2077 ,POS-48, QC ,   2025-12-09 , indeed , REJECTED   ,  2025-12-14  
   CAND-2079   ,   POS-48  , qc   ,    2026-01-15    , NULL ,   Screened  ,"""""""""""""""2026--01--19"""""""
   CAND-2080   ,   POS-48  ,  ,2026-01-15, company website ,interview 1,  2026-01-26  
  CAND-2081   ,   POS-48   ,  QC   ,  2026-01-15 , Job Fair , Interview 2  ,#N/A
   CAND-2082 ,,   QC ,"""""""2026--01--15""""""""""""""",#N/A,  offer  ,   2026-02-03   
  CAND-2083   ,  POS-48  , QC   ,"""2026--01--15""",N/A,  ,2026-02-10
#N/A,   POS-48    ,qc, 2026-02-01 ,indeed,  Applied   ,"""""""2026--02--01"""""""""""""""
,POS-48,"""""""""""QC""""""","""2026--02--01""", LINKEDIN  ,Screened,
 CAND-2086 , POS-48  , QC   , 2026-02-01   ,  Employee Referral  ,  REJECTED   , 2026-02-12   
 NULL ,#N/A,  QC ,   2025-11-01 ,   employee referral ,   REJECTED  ,"""""""""""""""2025--11--01"""""""""""""""""""
  CAND-2088   ,POS-48,   qc    ,  2025-11-10 ,  Company Website  ,"""""""""""rejected""""""""""",  2025-11-10  
CAND-2089,   POS-48   ,#N/A,"""2026--01--25""","""""""""""LinkedIn""""""""""""""", Applied   ,   2026-01-25  
  CAND-2090  , POS-48 ,"""""""""""QC""""""",  2026-01-25 , Company Website ,"""""""""""""""Screened""""""""""",  2026-01-29   
CAND-2091,  POS-48  ,   QC  , NULL ,  ,interview 1,"""""""2026--02--01"""""""
  CAND-2091 ,pos-48, QC   ,2026-01-25,Indeed,   Interview 1 ,  2026-02-01 
"""""""""""""""CAND--2093""""""""""""""","""pos--48""","""QC""","""""""""""""""2026--01--25""""""",  JOB FAIR   ,   Offer  ,    2026-02-11  
   CAND-2093  ,   pos-48   ,  QC  , 2026-01-25  ,"""""""""""""""Job""""Fair""""""""""""""",  Offer   ,  2026-02-11 
  CAND-2095  ,"""""""""""POS--48""""""""""",   QC ,   2026-01-06   ,LinkedIn,  Applied ,2026-01-06
  ,#N/A,  QC ,    2026-01-06  ,Employee Referral, Screened   ,  2026-01-13  
CAND-2097, POS-48 , QC  ,   2026-01-06 ,   Indeed   ,Interview 1,   2026-01-17 
"""""""""""""""CAND--2098""""""","""""""POS--48""""""",  QC ,   2026-01-06    ,Indeed,INTERVIEW 2,   2026-01-19 
   CAND-2099  , NULL ,   QC  ,"""""""""""""""""""2026--01--06""""""""""",   Job Fair ,Offer,"""""""""""2026--01--24"""""""""""""""
CAND-2100,POS-48, QC   ,   2026-01-06 ,  Company Website  ,"""Hired""","""2026--01--30"""
"""""""""""CAND--2101""""""""""""""",   pos-48   ,  QC  ,"""2025--10--27""","""""""""""""""EMPLOYEE""""REFERRAL""""""""""""""",   Applied  ,2025-10-27
"""""""""""CAND--2102""""""",  ,"""""""""""QC""""""",,N/A, Screened  , 2025-10-31 
CAND-2103,  ,"""""""""""QC""""""""""",   2025-10-27  ,,Interview 1,   2025-11-06   
"""CAND--2103""",POS-48,   QC   , 2025-10-27  , Company Website ,Interview 1,   2025-11-06 
"""""""""""CAND--2105""""""",POS-48,QC,2025-10-27,"""""""LinkedIn""""""",   Offer  ,2025-11-16
   CAND-2106 ,POS-48,"""qc""",  2025-10-27   , Job Fair  ,   Hired ,"""""""""""""""2025--11--21"""""""""""
   CAND-2107  ,"""""""""""""""POS--48""""""""""",  qc  , 2025-12-14 ,#N/A,  Applied   ,"""2025--12--14"""
   CAND-2108   , POS-48   ,  QC , 2025-12-14   ,"""""""Company""""Website""""""""""",  screened  ,   2025-12-21  
CAND-2109,"""""""POS--48""""""",   QC  , 2025-12-14   ,"""""""""""""""JOB""""FAIR""""""","""""""rejected""""""""""",  
   CAND-2110  , POS-48 ,QC,2026-01-15,,    Rejected  ,"""""""""""2026--01--15"""""""""""
"""""""CAND--2110""""""",POS-48,   QC   ,2026-01-15, Employee Referral  ,REJECTED,"""""""""""""""2026--01--15"""""""
CAND-2112,"""""""""""POS--48""""""""""""""",  QC ,  2025-11-12    ,LinkedIn,Screened,N/A
  CAND-2113   ,pos-48,QC,"""""""""""""""2025--11--12""""""""""""""",Company Website,Interview 1,  2025-11-19   
"""""""CAND--2114""""""",    POS-48   ,   qc   ,  2025-11-12  ,  linkedin  , Interview 2 , 2025-11-23  
    cand-2115   , NULL ,"""""""""""""""QC""""""""""",  2025-11-12    ,  company website ,offer,2025-11-28
"""""""""""CAND--2116""""""", POS-48   , QC   ,   2025-11-12   , Employee Referral  ,"""""""""""""""hired""""""""""""""",2025-12-02
   CAND-2117   ,pos-48,    QC   ,   2025-10-24 ,, Rejected ,  2025-10-24    
 CAND-2117 , pos-48 ,  QC  ,2025-10-24, company website  ,   REJECTED   ,"""""""2025--10--24"""""""
"""CAND--2119""","""POS--48""",N/A, 2025-12-06  ,   LinkedIn   ,Rejected, 2025-12-11 
"""CAND--2119""",  POS-48   ,  QC  ,  2025-12-06  ,linkedin,"""""""Rejected""""""""""",2025-12-11
   CAND-2120   ,POS-49,Research,2025-12-17,  LinkedIn  ,"""""""""""Rejected""""""""""",2025-12-17
 NULL , POS-49   , research ,2025-12-29, Company Website  ,Screened,
   CAND-2123   , POS-49 ,  Research , 2025-12-29 ,Employee Referral,"""INTERVIEW""""1""", NULL 
N/A,   POS-49 ,N/A, 2025-12-29 , Company Website ,  Interview 2 ,   2026-01-09   
   CAND-2125   ,POS-49,  , 2025-12-29 ,  job fair  ,"""""""""""offer""""""""""""""""""",  2026-01-13   
   CAND-2126 ,"""POS--49""",  Research  ,#N/A, Company Website ,"""hired""",  2026-01-16 
cand-2127, POS-49  ,"""""""research""""""",   2025-12-07 , NULL ,  APPLIED ,  2025-12-07  
  CAND-2128  , POS-49   ,"""""""Research""""""",   2025-12-07   ,  LinkedIn  ,"""""""""""""""Screened""""""""""""""",  
 CAND-2128   ,"""""""""""""""POS--49""""""",RESEARCH,  2025-12-07 ,"""LinkedIn""",  SCREENED   , 2025-12-11 
cand-2130, NULL ,   Research , 2025-12-07  ,job fair, Interview 2  ,   2025-12-19   
"""CAND--2131""",N/A, Research , 2025-12-07 ,Indeed,"""""""""""offer""""""""""", NULL 
#N/A,#N/A,"""Research""",2025-12-07,N/A,  Hired  ,2025-12-25
   CAND-2132   ,  POS-49  , Research ,2025-12-07,   LinkedIn ,"""Hired""",  2025-12-25  
#N/A,N/A, Research ,  2025-12-26  ,   Job Fair  ,"""Rejected""",#N/A
"""""""""""CAND--2135""""""""""""""","""POS--49""",   Research   ,  ,  Company Website   , Rejected  ,"""""""""""2025--11--23"""""""
  cand-2136  ,  POS-49 ,Research,  2026-01-10  ,#N/A,  ,   2026-01-10  
 CAND-2137  ,   POS-49   ,   Research ,   2025-11-19   ,,  Rejected   , NULL 
  CAND-2138   ,  ,  Research  ,2025-11-17,Indeed,Applied,"""""""2025--11--17"""""""
"""CAND--2139""",  POS-49  , Research  ,"""2025--11--17""",LinkedIn,    REJECTED   ,   2025-11-21  
 CAND-2140 , POS-49   ,"""research""",   2025-12-03   ,"""""""Employee""""Referral""""""", NULL ,   2025-12-03  
#N/A, POS-49 ,Research,  2025-12-03 ,   company website  ,,2025-12-07
   cand-2141  , POS-49   ,"""""""""""Research""""""""""""""","""2025--12--03""",   Company Website ,Screened, 2025-12-07 
   cand-2142 ,   POS-49   ,Research,"""2025--12--03""",  Indeed  ,  Rejected ,   2025-12-11   
N/A,    POS-49   ,research, 2025-12-17 ,   LinkedIn   ,  Screened ,2025-12-19
  CAND-2145   ,  pos-49  , Research  , 2025-12-17   ,LinkedIn,   Interview 1 ,"""""""""""2025--12--26"""""""
  CAND-2146  ,"""""""""""""""POS--49""""""""""",Research,,   Indeed  , interview 2   ,   2025-12-31   
#N/A, POS-49  , Research   ,  ,  Job Fair  ,   Offer   , 2026-01-07 
   cand-2147  ,   POS-49 ,  Research  ,"""2025--12--17""", Job Fair  ,   offer  , 2026-01-07   
#N/A, POS-50 ,  ,   2026-01-30   , LinkedIn ,REJECTED,   2026-01-30 
 NULL ,"""POS--50""",RESEARCH,  2026-01-07   ,   Job Fair , Rejected   , 2026-01-07 
"""""""CAND--2151""""""""""""""",POS-50,Research,#N/A,   Indeed   ,applied,  2026-01-28  
N/A, NULL , Research  ,"""2026--01--28""",   Indeed ,"""""""""""""""Screened""""""""""""""","""2026--01--30"""
,pos-50,   Research ,2026-01-28,Company Website,interview 1,2026-02-02
cand-2154, POS-50  ,  ,   2026-01-28  , Job Fair , Interview 2   ,   2026-02-06   
"""""""""""CAND--2155""""""""""","""""""""""""""pos--50""""""""""",  RESEARCH   , 2026-01-28   ,  Employee Referral  ,  offer   ,  2026-02-08  
 CAND-2155  ,  POS-50  ,  Research   ,2026-01-28,   EMPLOYEE REFERRAL , Offer   ,   2026-02-08 
"""""""""""""""CAND--2157""""""""""",  pos-50 , Research   ,"""""""""""2026--01--10""""""""""",  INDEED   ,  Applied   ,  2026-01-10   
"""""""CAND--2158""""""",  POS-50   ,   Research   ,"""2026--01--10""",  Job Fair   ,  Screened   ,2026-01-13
 CAND-2159   , POS-50   , research   ,   2026-01-10  ,   Company Website  , Rejected  ,2026-01-17
  CAND-2160   , NULL ,Research,   2026-02-08   ,Employee Referral,"""""""""""""""REJECTED""""""""""",  2026-02-08   
  CAND-2161   ,N/A,Research,   2026-02-05  ,"""Indeed""",   Applied  ,   2026-02-05 
#N/A, POS-50   ,"""Research""",   2026-02-05   ,"""""""Employee""""Referral""""""""""",, 2026-02-11 
CAND-2163,"""""""""""""""POS--50""""""""""""""",Research, 2026-01-14 ,"""""""""""""""LinkedIn""""""",,  
CAND-2164,  POS-50 ,   RESEARCH  ,"""""""2026--01--16""""""","""""""Company""""Website""""""""""""""", Applied ,"""2026--01--16"""
